-4.912 -4.912 2.4627e-09
-4.912 -4.812 5.33552e-08
-4.912 -4.712 1.3563e-07
-4.912 -4.612 2.62656e-07
-4.912 -4.512 4.52502e-07
-4.912 -4.412 7.29346e-07
-4.912 -4.312 1.12522e-06
-4.912 -4.212 1.68208e-06
-4.912 -4.112 2.45424e-06
-4.912 -4.012 3.51098e-06
-4.912 -3.912 4.93912e-06
-4.912 -3.812 6.84524e-06
-4.912 -3.712 9.35672e-06
-4.912 -3.612 1.26207e-05
-4.912 -3.512 1.67993e-05
-4.912 -3.412 2.20597e-05
-4.912 -3.312 2.85563e-05
-4.912 -3.212 3.64028e-05
-4.912 -3.112 4.56324e-05
-4.912 -3.012 5.61455e-05
-4.912 -2.912 6.76463e-05
-4.912 -2.812 7.95742e-05
-4.912 -2.712 9.10395e-05
-4.912 -2.612 0.00010078
-4.912 -2.512 0.000107151
-4.912 -2.412 0.000108172
-4.912 -2.312 0.000101629
-4.912 -2.212 8.52309e-05
-4.912 -2.112 5.68058e-05
-4.912 -2.012 1.45234e-05
-4.912 -1.912 -4.28703e-05
-4.912 -1.812 -0.00011579
-4.912 -1.712 -0.000203511
-4.912 -1.612 -0.000303828
-4.912 -1.512 -0.00041272
-4.912 -1.412 -0.000524077
-4.912 -1.312 -0.000629603
-4.912 -1.212 -0.000718991
-4.912 -1.112 -0.000780493
-4.912 -1.012 -0.000801996
-4.912 -0.912 -0.000772638
-4.912 -0.812 -0.000684909
-4.912 -0.712 -0.000536958
-4.912 -0.612 -0.000334614
-4.912 -0.512 -9.24321e-05
-4.912 -0.412 0.000166914
-4.912 -0.312 0.000415207
-4.912 -0.212 0.000622932
-4.912 -0.112 0.000764178
-4.912 -0.012 0.000820939
-4.912 0.088 0.000785926
-4.912 0.188 0.000663629
-4.912 0.288 0.00046967
-4.912 0.388 0.000228403
-4.912 0.488 -3.10789e-05
-4.912 0.588 -0.000279819
-4.912 0.688 -0.000493505
-4.912 0.788 -0.000655509
-4.912 0.888 -0.000757952
-4.912 0.988 -0.000800999
-4.912 1.088 -0.000791008
-4.912 1.188 -0.000738237
-4.912 1.288 -0.000654657
-4.912 1.388 -0.000552212
-4.912 1.488 -0.000441613
-4.912 1.588 -0.000331656
-4.912 1.688 -0.000228965
-4.912 1.788 -0.000138034
-4.912 1.888 -6.147e-05
-4.912 1.988 -3.19086e-07
-4.912 2.088 4.55875e-05
-4.912 2.188 7.73229e-05
-4.912 2.288 9.65939e-05
-4.912 2.388 0.0001055
-4.912 2.488 0.000106312
-4.912 2.588 0.000101267
-4.912 2.688 9.24021e-05
-4.912 2.788 8.14396e-05
-4.912 2.888 6.9728e-05
-4.912 2.988 5.82395e-05
-4.912 3.088 4.76067e-05
-4.912 3.188 3.81826e-05
-4.912 3.288 3.01095e-05
-4.912 3.388 2.3383e-05
-4.912 3.488 1.79071e-05
-4.912 3.588 1.35371e-05
-4.912 3.688 1.01095e-05
-4.912 3.788 7.46204e-06
-4.912 3.888 5.44553e-06
-4.912 3.988 3.92927e-06
-4.912 4.088 2.80311e-06
-4.912 4.188 1.97671e-06
-4.912 4.288 1.37768e-06
-4.912 4.388 9.48993e-07
-4.912 4.488 6.46457e-07
-4.912 4.588 4.36239e-07
-4.912 4.688 2.92742e-07
-4.912 4.788 1.96811e-07
-4.912 4.888 1.34255e-07
-4.812 -4.912 -4.70195e-08
-4.812 -4.812 4.03811e-09
-4.812 -4.712 9.1831e-08
-4.812 -4.612 2.32705e-07
-4.812 -4.512 4.48881e-07
-4.812 -4.412 7.70273e-07
-4.812 -4.312 1.23677e-06
-4.812 -4.212 1.90104e-06
-4.812 -4.112 2.83182e-06
-4.812 -4.012 4.11766e-06
-4.812 -3.912 5.87091e-06
-4.812 -3.812 8.23133e-06
-4.812 -3.712 1.13688e-05
-4.812 -3.612 1.54836e-05
-4.812 -3.512 2.08024e-05
-4.812 -3.412 2.75681e-05
-4.812 -3.312 3.60188e-05
-4.812 -3.212 4.63549e-05
-4.812 -3.112 5.86882e-05
-4.812 -3.012 7.29746e-05
-4.812 -2.912 8.89298e-05
-4.812 -2.812 0.000105936
-4.812 -2.712 0.000122958
